id,title,company_name,req_id,job_post_url,apply_url,recruiter_emails,status,notes,created_at,updated_at
cbc82d58-68c1-47a1-bb55-f30f8075321b,,,,,,,Saved,,2026-01-28T12:35:45.856925+00:00,2026-01-28T12:35:45.856925+00:00
